age,gender,yearDriving,drivingFrequency,temp_length,temp_decisiontime,temp_decision_made,temp_correct_decision,temp_danger,temp_difficulty,CarPlacedLeft,CarPlacedRight,numS,sAmpMean,sAmpStd,sAmpMax,numF,fMean,fStd,fMax,backMirror,leftMirror,rightMirror,road,sky,pupilChange,pupilMean,pupilStd,Y
22,1,18,3,6,3.07778,1,2,20,69,1,0,15,274.659500206587,253.204083652188,675.146037905874,15,362.4,152.422603310664,569.5,4,1,0,10,0,0.647248458952145,3.56567740866436,0.195148883546995,0.348415895845702
22,1,18,3,3,3.31846,1,2,59,50,1,0,6,272.95686300462,228.918916051977,657.93981487671,6,389.416666666667,184.148151407139,637.5,2,0,0,4,0,0.620696977826495,3.34121730580076,0.192072391491599,0.181305862236283
22,1,18,3,9,4.95697,1,2,39,65,0,0,16,321.866860257776,286.809354308725,1020.52758904402,16,515.40625,399.20346603163,1663,4,2,0,10,0,0.969198698007811,3.57654510716441,0.29266250116946,0.270457513661683
22,1,18,3,12,4.06544,4,2,75,69,1,0,17,265.81268918191,252.691049330499,652.631350763967,17,665.911764705882,627.90463137561,2845,2,1,3,11,0,0.96216595040279,3.62871128289562,0.301810222477414,0.360050652026848
22,1,18,3,3,4.35399,1,1,39,60,1,0,5,161.471493398813,243.701721679282,596.964004358722,5,558.8,477.694279848524,1201.5,0,1,0,4,0,0.700468542126994,3.52090066214635,0.240303301432842,0.339271128730486
22,1,18,3,1,4.50073,2,1,50,80,0,0,2,61.2066120087677,30.9116692013931,83.0644629188681,2,314.75,38.5373195746668,342,0,0,0,2,0,0.285819567498441,3.09327545087165,0.0939005647329243,0.516227942227737
22,1,18,3,9,4.35142,3,4,90,40,1,0,18,379.433623769399,413.400857682738,1263.26638619889,18,385.472222222222,292.615863036599,1270.5,2,1,1,13,1,1.03970494330269,3.61413827933729,0.267635113918614,0.143408197765913
22,1,18,3,1,2.97817,2,2,90,70,0,1,2,304.176663020439,61.7533630460781,347.842884791395,2,179.75,45.6083873865323,212,0,0,0,2,0,0.167207791849406,3.00288886463358,0.0604865133528843,0.470247923415331
22,1,18,3,20,1.32742,1,1,20,29,0,1,42,319.904143271171,271.399824440217,1140.5325970791,42,437.464285714286,281.26251501385,1399,7,2,4,27,2,0.753662943064771,3.58057630714787,0.188889250859727,0.184555431909156
22,1,18,3,3,2.72371,4,4,89,75,0,0,10,372.262423793059,284.052881582358,701.963563869237,10,246.65,66.2361306237011,381,1,1,2,6,0,0.723372756003942,3.36378358726213,0.249672531500615,0.477762367080699
22,1,18,3,6,3.38242,1,1,19,40,0,0,17,321.976386441855,297.676673302529,942.737503231944,17,319.411764705882,197.646562335248,861,4,1,1,11,0,0.596494189234636,3.30578921892841,0.184570450895899,0.179545989977721
22,1,18,3,6,3.66068,2,2,69,49,0,0,16,352.758072658321,354.018533005149,1148.87435888351,16,338,142.032860047713,657,3,3,1,8,1,0.857841971404318,3.35110144104681,0.263925745197472,0.281315886213323
22,1,18,3,6,3.78236,2,23,59,44,0,0,15,411.049068084498,283.426174489809,983.201792614314,15,361.066666666667,325.14139048962,1184,2,3,0,10,0,1.0707608259306,3.38741529016463,0.328032220694759,0.275743635653682
22,1,18,3,1,1.957095,2,23,79,80,0,0,1,272.416605284406,234.704593073611,646.736512631005,1,1035,0,1035,0,0,0,1,0,0.303835228285894,3.04274354773598,0.12202501148426,0.423436320600865
22,1,18,3,9,2.02372,1,1,20,39,0,0,20,372.738415134275,311.29981488183,1164.72849411354,20,406.4,339.690633247061,1489.5,3,3,2,12,0,0.776164270254781,3.50770028803635,0.195222678452304,0.290869180147175
22,1,18,3,9,1.56124,3,3,74,60,0,0,21,380.253933270401,240.303681139114,696.205129613392,21,386.904761904762,350.278197260678,1549.5,6,2,2,11,0,0.931332902880655,3.5834797045116,0.314048900300879,0.185020332867558
22,1,18,3,12,1.69797,1,1,25,29,0,0,16,264.313499556365,302.846200046192,1117.46584064122,16,691.90625,882.074755311778,2898.5,1,1,1,13,0,0.855653791958323,3.5698958680601,0.253839176553842,0.261025391326771
22,1,18,3,3,2.25674,3,3,79,70,0,0,7,207.257127917535,173.124628996773,501.575841722864,7,316.428571428571,227.800978299668,822.5,3,0,0,4,0,0.757901279753701,3.27421933678535,0.271969012743666,0.442728012831519
22,1,18,3,9,1.00865,2,2,64,39,0,0,21,371.380039049509,293.419226194134,1152.59869100221,21,384.547619047619,391.561773694838,1991,5,1,2,13,0,0.847871831355881,3.62949384913135,0.265717612170133,0.161941738596577
22,1,18,3,6,1.76567,1,1,24,49,0,0,16,429.445622450922,406.721541124788,1148.84012486507,16,330.21875,320.974140638048,1366.5,2,4,3,5,2,0.395164412212155,3.36627625465118,0.195489151529753,0.132910443570719
22,1,18,3,1,1.9179,3,3,89,60,1,0,4,211.157680954831,130.932110392004,323.201396191291,4,231.75,61.5121939130771,316,0,0,0,4,0,0.385145372678279,3.05548730427298,0.138965457942572,0.44549076900517
22,1,18,3,3,2.86664,2,2,59,40,0,0,8,198.247786742262,172.895603478084,465.880684832501,8,319.5625,194.485849191437,676,2,0,0,6,0,0.639240282979462,3.29758495400625,0.195911309790129,0.170816855507312
22,1,18,3,3,1.87673,2,23,75,69,0,0,8,390.822484526115,418.4774327779,1092.46952932336,8,327.5625,162.758242604528,668.5,0,0,1,6,1,0.854735597936594,3.19700806743285,0.315280669102509,0.322819004509669
22,1,18,3,1,2.97152,1,1,50,67,0,0,1,271.898051826825,234.091020295398,644.623557159055,1,1027,0,1027,0,0,0,1,0,0.335614381240127,3.06354978085543,0.140540178397714,0.426718212185802
22,1,18,3,6,2.65495,4,4,84,67,0,1,9,300.141220929862,195.390927050294,625.197764711295,9,590.333333333333,952.900965473328,3123.5,4,0,0,5,0,0.678217358939508,3.38747271414772,0.262888591636217,0.274408670824178
22,1,18,3,9,2.08121,2,23,59,69,0,0,17,352.553656576582,261.537944425157,656.665489423649,17,473.764705882353,501.342544999395,2068.5,1,2,2,12,0,0.963059623123841,3.47815684320482,0.35426861385745,0.0993198835992321
22,1,18,3,20,1.89842,1,1,10,70,0,0,39,300.386067690301,252.128701374849,999.863251899978,39,462.025641025641,583.064284493187,3479,9,4,1,24,1,0.930912891338651,3.54449834250678,0.222703848601684,0.543750636934332
22,1,18,3,3,3.06858,1,1,34,74,0,0,11,285.880543735274,184.989869817206,587.047087123341,11,239.590909090909,139.872945593817,549,2,0,1,7,1,0.620603448420129,3.36465107755441,0.228806326713409,0.235071806008022
22,1,18,3,1,1.49686,4,4,84,60,0,1,1,271.90913725033,234.018594209855,644.784198395091,1,1035,0,1035,0,0,0,1,0,0.178247252219915,2.86635413587525,0.104451730632124,0.470771734084914
22,1,18,3,9,2.10619,1,1,29,59,1,0,20,312.727757466511,264.784733738593,722.517067272462,20,416.025,287.415272412218,1187,4,3,1,12,0,0.723928800904086,3.3378787773962,0.239811656732269,0.157934884288366
22,1,18,3,6,2.26991,3,3,64,74,0,0,16,270.7654389191,218.288812645259,571.362498769389,16,342.875,215.012906589349,836.5,4,0,1,9,2,1.15355451416315,3.31435722657834,0.314646954316159,0.314839256305837
22,1,18,3,12,2.19481,1,1,40,35,0,0,26,338.042555787836,263.715440570865,704.855960462845,26,418,256.98743159929,1141,3,2,3,17,1,0.714834314311867,3.45211380658607,0.240676843777065,0.134776862554879
26,1,18,2,6,1.93453,2,2,54,80,1,0,8,109.061533067881,92.9839140349201,303.069557768024,8,691.4375,319.758886562538,1245,0,0,0,8,0,1.21842311700996,3.46508536853636,0.293999831253731,0.714925789427403
26,1,18,2,9,4.63299,1,2,19,20,0,1,3,104.383343894122,15.2747758157785,120.894209952338,3,2711.16666666667,1394.02441992001,3680,0,0,0,3,0,0.987004490296915,3.72887641985564,0.369217809182363,0.129300318417868
26,1,18,2,12,3.9056,2,2,39,70,1,1,11,110.401739706008,49.8123223397145,180.275469767797,11,1042.45454545455,753.721250017056,2879,0,0,0,11,0,1.14162879785045,3.84418517762671,0.341582478479709,0.137860225791849
26,1,18,2,1,4.56677,1,2,29,90,0,1,1,36.9325398530889,0,36.9325398530889,1,204,0,204,0,0,0,1,0,0.390888898941263,2.96308780624447,0.139157395098712,0.48383387249955
26,1,18,2,3,3.2468,2,2,29,79,0,0,3,87.5767995667738,41.0850339717724,119.075112848991,3,618.666666666667,49.2172056636024,672,0,0,0,3,0,0.798962694541459,3.33509361636024,0.285516500778211,0.153303099429199
26,1,18,2,1,1.93084,2,4,81,60,1,1,2,175.699661424835,22.0747129176479,191.30884062165,2,275.25,116.319065505187,357.5,0,0,0,2,0,0.374627275508632,3.10068590408459,0.133065890621708,0.334917996976766
26,1,18,2,3,0.75776,2,23,69,49,1,1,2,37.8847970454475,0.6056448220773,38.3130526061288,2,421.75,336.229274454203,659.5,0,0,0,2,0,0.761807727316794,3.3872286530767,0.276746071111755,0.280398077666771
26,1,18,2,3,1.44955,1,1,19,29,0,0,6,241.501941688363,258.459356752471,596.647561379413,6,434.083333333333,386.139666010456,1194.5,1,0,0,5,0,0.725647567866656,3.30150796280821,0.26355589692686,0.232459960837559
26,1,18,2,6,3.89852,3,4,79,60,0,0,9,330.326828697215,179.150735977024,553.971246997532,9,452.833333333333,246.030993982466,953,4,0,0,5,0,1.29164623854258,3.62197356077533,0.383043962401088,0.359021417850718
26,1,18,2,9,1.4818,3,23,69,59,0,0,7,200.367830569437,202.315033759351,536.855855886848,7,1244.57142857143,2057.26797858575,5875,1,0,0,5,1,0.952430491035174,3.64240065001224,0.246531828090985,0.143797183958229
26,1,18,2,9,0.85453,2,2,79,29,0,0,15,291.028654736728,225.278358660688,628.40707348024,15,575.4,444.557492666263,1524.5,6,0,0,9,0,1.57663249909117,3.68419310862186,0.35589984332922,0.324877649582816
26,1,18,2,1,1.42506,3,3,80,70,0,0,2,250.821101407168,264.54847888013,437.885124775894,2,458.75,177.837355468417,584.5,0,0,0,2,0,0.350053475346925,3.03035096830195,0.148827607137805,0.274127005368481
26,1,18,2,3,4.05753,2,2,50,80,0,0,10,284.670979896557,225.780918775343,638.368627831913,10,263.8,125.884912166276,513.5,4,0,0,6,0,0.77039628075893,3.56870350393249,0.267223792105968,0.412825611298451
26,1,18,2,12,1.32492,1,1,10,50,1,0,19,304.283950879483,266.082244752578,726.895322587785,19,599.421052631579,658.002348508936,2190.5,6,1,0,11,1,1.03435929825208,3.60779308881108,0.237222810820972,0.271722207398821
26,1,18,2,1,2.27253,1,1,50,79,0,0,3,258.733468217174,175.699277563879,424.432977630155,3,303,179.545955120131,508.5,2,0,0,1,0,0.335352063461896,3.10201659231396,0.127406066066196,0.337878014348571
26,1,18,2,6,1.53529,1,1,9,40,0,0,15,256.260799692438,216.708878635912,652.489319835965,15,263.7,137.374982126607,568,8,0,0,7,0,1.07095455444624,3.55478286431316,0.352861735622927,0.200748468103091
26,1,18,2,6,0.65115,3,3,79,30,0,0,15,272.052132190032,239.635822739849,640.81180544681,15,368.833333333333,223.853640535401,907.5,4,0,0,10,1,0.953655768459726,3.65048933212412,0.281569801800583,0.277832551114894
26,1,18,2,9,1.46424,1,1,19,30,0,0,13,273.705795539494,207.800511277283,527.35872278744,13,603.192307692308,717.714704764991,2782.5,7,0,0,5,1,0.944913259912563,3.56791103112137,0.299814840223238,0.240012167323937
26,1,18,2,20,1.84305,1,1,9,19,1,0,31,240.387606255693,238.380359074536,701.060232790308,31,583.112903225806,479.806917931186,2361.5,11,0,0,17,3,0.835725097271393,3.65762655605046,0.260077580086742,0.342977168710903
26,1,18,2,9,2.22932,3,3,79,29,0,0,19,307.293609362415,248.599168425732,688.757288527678,19,425.394736842105,406.588468538568,1790.5,7,0,0,12,0,0.983921690505248,3.48412653065753,0.259815006316511,0.323170113179902
26,1,18,2,12,1.57861,1,1,10,69,0,0,14,206.567770197336,169.89385394774,468.107853491052,14,825.142857142857,1119.00330700981,4365,5,0,0,9,0,0.599968701520524,3.38757589200985,0.166429608091846,0.238296971462112
26,1,18,2,9,1.57539,1,1,10,69,1,0,17,179.694196146161,202.388397072551,599.933129606959,17,492.735294117647,316.343618438037,1251,6,0,0,9,2,0.549896824587389,3.30252644399852,0.171475298492574,0.262070554236035
26,1,18,2,6,1.40926,1,1,9,80,0,0,10,311.676834725116,196.464436831969,558.829582699413,10,437.35,243.717966556063,1005,6,0,0,3,1,0.833826026490443,3.30462751550829,0.235864149990736,0.157772818263117
26,1,18,2,6,2.90813,2,2,69,60,0,0,14,261.835656386103,219.326417544546,528.410754054079,14,406.964285714286,385.273901783659,1453.5,5,0,0,9,0,1.26810133827808,3.40214940413333,0.309559252061608,0.329191270627858
26,1,18,2,3,1.16786,1,1,9,60,0,0,6,355.90225414202,221.55076753637,558.392594864939,6,356.416666666667,168.956626584063,586,3,0,0,3,0,0.622152169180203,3.12293034278795,0.198391356656468,0.0812548554184537
26,1,18,2,20,1.42147,1,1,9,60,0,0,28,207.803361403818,195.547307310237,582.096710177957,28,680.607142857143,1063.51636666735,5218,15,0,0,12,1,0.877120475604124,3.52220136760958,0.239539929768954,0.195628115151221
26,1,18,2,1,1.41766,2,2,70,79,0,1,1,271.88696640332,233.517596123552,642.310612165173,1,1029,0,1029,0,0,0,1,0,0.486092689640427,3.08974838574502,0.171886863673094,0.246316148994488
26,1,18,2,6,1.58949,3,23,70,49,1,0,16,264.73796424162,230.288568196114,658.079921058225,16,332.71875,248.55542431887,993,6,0,0,10,0,1.11915224712146,3.50479066045861,0.319486704773646,0.293821383735417
26,1,18,2,1,1.91872,2,1,49,90,0,0,3,181.86594397141,212.937978376526,426.158397781858,3,289.666666666667,202.282187385181,485.5,0,0,0,3,0,0.381486537863441,3.17169612749457,0.143885371058698,0.40216324911468
26,1,18,2,9,2.09188,4,4,59,89,1,1,13,163.160738007877,181.190775713846,488.314552824304,13,627.230769230769,512.275585638263,1640.5,1,0,0,12,0,1.60853493186975,3.56223194160121,0.37642478473187,0.404513462658739
26,1,18,2,1,0.94947,3,23,80,40,0,0,3,204.876548354953,274.276625692459,521.397221415688,3,223.5,79.5047168412038,314.5,0,0,0,3,0,0.413666762363045,3.00714157994013,0.146574915986625,0.443120583143497
26,1,18,2,3,0.99309,3,3,70,19,0,0,7,347.352386638058,263.822803215187,600.949269905539,7,317.857142857143,261.997728089023,736.5,4,0,0,3,0,1.07134275990474,3.39896716797102,0.303154308983037,0.198347081380276
26,1,18,2,3,4.03699,3,4,70,29,1,0,9,255.112234208069,183.832525385303,507.060462371106,9,296.611111111111,287.933561974132,1027.5,2,0,0,5,2,1.14825794646292,3.43321123131044,0.347771458908606,0.336697198402689
23,2,19,5,1,1.91865,2,2,54,70,1,0,3,249.289544734958,221.830561642791,505.437179578234,3,166.166666666667,7.28583099813146,172,0,0,0,3,0,0.345470474786516,4.37961775215321,0.134882236512707,0.675852869777613
23,2,19,5,12,2.35879,2,2,31,100,0,1,13,254.417340827223,265.359798893135,690.367903729598,13,799.769230769231,1170.42528978759,4429,0,1,0,11,1,1.35626568913536,5.20365724106231,0.3298257255819,0.47128295039888
23,2,19,5,9,4.8379,1,2,24,61,0,1,17,331.264414723059,322.426730557056,1144.67411301208,17,493.588235294118,388.886882464479,1595.5,3,2,0,12,0,1.10710427217335,5.02733610688991,0.315209982747647,0.142131899681122
23,2,19,5,6,3.72572,1,2,29,91,0,0,9,208.427419756748,258.996242429765,691.559990167158,9,442.944444444444,214.769999715458,956,0,1,0,8,0,0.830373029757904,4.84666435659774,0.30658582974186,0.316185458654558
23,2,19,5,3,3.13843,3,2,31,89,0,0,7,72.1296839358971,32.8676851612468,131.800037936262,7,387.285714285714,160.191254740195,714,0,0,0,7,0,0.804905258652437,4.55749422392174,0.273699063379349,0.282950722662183
23,2,19,5,6,1.00019,3,23,80,89,0,0,12,312.320815522717,358.426244257093,1137.60063291122,12,278.541666666667,137.638600943547,679,2,1,2,7,0,1.42408440932076,5.11977139931024,0.398562426890958,0.147573286802137
23,2,19,5,3,1.56329,1,1,29,89,0,0,5,184.979874175528,184.850930312799,407.528268958118,5,581.1,417.937106512451,1178.5,0,0,0,5,0,0.880747151015206,4.58064502857912,0.344777105264572,0.0800444634657498
23,2,19,5,6,0.67622,2,2,70,89,0,0,11,346.138175759872,340.113306281584,1127.66952827502,11,331.454545454545,244.600843676535,903,0,1,4,6,0,1.41422287218232,4.81185370389054,0.424337467149029,0.0986720033599221
23,2,19,5,3,1.06075,3,4,89,89,0,0,6,202.717289041218,210.513078853869,625.648577477804,6,468.666666666667,395.197756403888,1230,0,0,0,6,0,0.799134602605227,4.80347097398687,0.320953655355286,0.14264692443949
23,2,19,5,9,0.79873,2,4,80,98,0,1,9,188.601985080428,242.307815214836,640.057163462764,9,632.611111111111,561.830088737788,1932.5,0,2,0,7,0,1.28923632724458,5.03929621844918,0.329128906409111,0.112179292238614
23,2,19,5,1,1.60195,1,1,29,89,0,1,3,50.2936008217524,11.5632748204544,58.0291521564809,3,292.333333333333,106.288914442351,409,0,0,0,3,0,0.557155594193578,4.18781938094467,0.195757274842013,0.148214210932619
23,2,19,5,12,1.1898,1,1,30,90,1,0,14,312.414345023119,300.249673135396,776.500160978734,14,740.892857142857,882.535490211876,3012.5,0,2,1,11,0,1.16743133888626,5.09697297470959,0.271585325074412,0.0419109719892423
23,2,19,5,6,1.02967,4,1,30,90,0,1,13,477.982180949049,311.714563414656,1173.98334421746,13,367.153846153846,304.503994542449,1022.5,0,3,1,9,0,0.951317682409106,4.70351441604574,0.287532862037473,0.409879482512245
23,2,19,5,3,0.60814,3,3,80,90,0,0,6,302.383493645206,238.154863114536,624.429279422418,6,273.583333333333,106.918387879105,402.5,0,0,1,5,0,0.939205235367306,4.83731366998295,0.261902661132458,0.176121691373059
23,2,19,5,9,1.09149,4,1,30,89,1,0,17,451.319734643402,383.105955363848,1213.51410065973,17,494.088235294118,321.379800396573,952.5,0,5,2,10,0,0.918777492556526,4.94337798514739,0.250838423474684,0.244232440221128
23,2,19,5,20,0.70536,4,1,30,90,0,1,31,323.786215945842,280.351564692598,1130.58397410365,31,613.774193548387,923.573989444535,4885.5,0,4,3,24,0,1.34827061502228,5.10862152714798,0.322644681207893,0.338390759090945
23,2,19,5,1,0.50942,2,2,80,89,0,1,1,107.900370712987,0,107.900370712987,1,267.5,0,267.5,0,0,0,1,0,0.831371245813699,4.12243308323255,0.286865780962303,0.21705261501538
23,2,19,5,9,0.57797,3,3,90,89,1,0,6,431.532084763199,293.603644023558,678.213314525747,6,736.25,511.026785012293,1493,0,1,1,4,0,1.89569975829798,4.63499506890255,0.376035342042198,0.170531787223226
23,2,19,5,1,0.49146,3,23,55,90,0,0,1,43.4023328866087,0,43.4023328866087,1,433.5,0,433.5,0,0,0,1,0,0.63450673162134,3.7892253134271,0.212869628166577,0.320320794247508
23,2,19,5,6,0.66012,3,3,79,89,0,0,12,257.368640112084,243.624163703453,716.130688142884,12,442.916666666667,481.609037655561,1888.5,0,1,2,9,0,1.32370734818368,4.94449874910319,0.375677105251656,0.143747441726473
23,2,19,5,1,1.27051,1,1,87,89,0,1,1,271.980634720181,233.570271922201,641.277529117825,1,1038,0,1038,0,0,0,1,0,0.478192545085383,4.07203406151751,0.165034576015495,0.316770055007238
23,2,19,5,1,0.76174,3,3,90,80,1,0,1,271.90913725033,233.517596123552,640.81180544681,1,1033,0,1033,0,0,0,1,0,0.506462649631137,4.2728252405827,0.173547125382864,0.322701311267265
23,2,19,5,6,1.28968,2,4,89,80,1,1,5,310.873712951774,272.348108116198,616.069713993473,5,1170.9,1232.09036803312,2720,0,1,0,4,0,1.48655513203111,5.05579591585355,0.420168949283029,0.15242935748072
23,2,19,5,6,1.08849,1,1,17,88,0,0,8,325.782936915432,391.317764395062,1082.4705781221,8,592.1875,497.21236749789,1605,0,1,2,5,0,1.08462132796492,4.682267872034,0.38423387570907,0.225517469431208
23,2,19,5,3,0.52495,3,23,80,90,0,0,3,56.0289798195431,9.36423411560381,65.3153312783454,3,653.333333333333,704.999349881497,1467,0,0,0,3,0,1.039339374165,4.77363994220497,0.424675206921737,0.239576941296424
23,2,19,5,20,0.9291,1,1,20,79,0,0,17,363.543899292484,321.156003600925,1050.69087033247,17,916.352941176471,1088.23958708414,3539.5,0,3,1,13,0,1.11758665528022,5.05365460435557,0.268772794617573,0.118919684846201
23,2,19,5,9,0.57053,3,23,80,79,0,0,5,470.726177586611,223.179288170683,646.76352904288,5,565.6,415.226052891675,1044.5,0,0,1,4,0,1.45565147079915,4.81882096658609,0.366866428415321,0.153846768367875
23,2,19,5,12,1.15332,1,1,21,80,0,0,18,430.333963926674,343.768296483411,1077.19759793642,18,609.888888888889,549.101473413226,1867,0,1,3,14,0,0.412645682893229,4.60500238449335,0.125042794912348,0.0730133248865221
23,2,19,5,3,0.69256,1,1,21,89,0,0,7,372.532421466289,260.907711076555,673.788887560488,7,318.428571428571,219.30656407782,782.5,0,1,1,5,0,0.648126854191222,4.38968140450978,0.335156553317747,0.272688014508694
23,2,19,5,9,0.74415,2,2,81,89,0,0,19,227.502884471967,301.620955660297,1135.52932590929,19,446.052631578947,437.927692367918,1696.5,0,1,2,16,0,1.28502029595696,4.77111505862929,0.2696199028397,0.180322017970475
23,2,19,5,1,0.69665,2,4,99,79,1,1,2,72.0828443653868,44.4058509251977,103.482522678953,2,346.5,159.80613254816,459.5,0,0,0,2,0,0.38209314042256,3.86949935711246,0.156489312095191,0.118267314415406
23,2,19,5,3,0.65991,2,2,80,79,0,1,8,397.051891594753,337.093340305498,963.298346827191,8,329.375,173.383915467546,680,0,1,1,6,0,1.02251780290852,4.43641600578894,0.330701493793045,0.198839662591178
23,2,19,5,9,1.0365,1,1,22,90,1,1,14,445.475591774987,333.068534453399,1136.4502155836,14,573.142857142857,640.596789917611,2454,0,3,3,8,0,0.697008505599103,4.72962284702121,0.205276977552579,0.401753880501603
25,1,18,4,3,4.01001,1,2,56,60,1,0,8,198.389188834061,195.339455648039,519.064314415853,8,289.0625,164.239684933766,562,0,0,0,8,0,0.749881070076488,4.42769789158241,0.236753175043127,0.585287790541705
25,1,18,4,6,2.91375,1,2,29,70,2,0,6,297.29119415047,272.416376263808,693.003832961983,6,638.416666666667,814.774411519328,2279.5,0,0,0,6,0,0.74272964794554,4.68452127218744,0.247767541544631,0.466749596445593
25,1,18,4,9,3.07213,1,2,20,70,1,0,21,300.432186214475,270.642642031352,980.359191827159,21,354.809523809524,238.621482487981,1001.5,4,3,0,12,2,0.901686416451712,4.49365421391674,0.263732721738045,0.360207679329045
25,1,18,4,1,1.9179,2,2,24,74,0,0,3,91.7257188788369,66.475653394614,161.726451145136,3,288.333333333333,118.874233260759,415.5,0,0,0,3,0,0.418086139583151,3.89443128961965,0.14330321560908,0.494412213633557
25,1,18,4,12,2.35781,4,2,39,50,2,0,22,205.655323572124,223.257068463986,596.951038612046,22,509.727272727273,606.314387396206,2877.5,6,0,0,16,0,0.564479937425869,4.72170179695111,0.329131911223446,0.509289786326052
25,1,18,4,3,2.6874,1,1,24,74,0,0,10,278.588468614919,268.108013380168,714.895674207083,10,269.2,160.846407067944,626,3,0,0,7,0,0.657061725834477,4.44847979976023,0.185717227198824,0.463925265248256
25,1,18,4,1,0.74551,4,4,94,35,1,1,2,126.799178606604,1.07429482962844,127.558819765628,2,176.25,38.5373195746668,203.5,0,0,0,2,0,0.372545205941493,3.96874595999598,0.159880510125627,0.461486305535684
25,1,18,4,20,1.59492,1,1,10,24,1,0,22,326.621639560029,241.930391461264,644.462915923019,22,817.272727272727,1329.59999111148,4793,10,0,0,10,2,0.711715366656474,4.66425208839672,0.225521761672765,0.22503446922562
25,1,18,4,12,1.23292,1,1,14,49,0,0,20,224.282395658522,273.556775109077,785.816716862145,20,569.05,439.105816883644,1779,4,1,0,15,0,0.514597030046129,4.315971077397,0.183560968523896,0.188504151833041
25,1,18,4,3,0.57162,1,23,89,74,0,1,4,322.069537290002,323.326986243141,608.142253095441,4,351.375,229.156560383216,615,1,0,0,3,0,0.638649978932634,4.04554703243753,0.223431101579964,0.39833718904643
25,1,18,4,1,2.40935,1,1,30,90,1,0,2,220.457953494978,216.297038772176,373.403056361353,2,282.25,92.2774349448445,347.5,0,0,0,2,0,0.0119732362752583,4.0172683751741,0.10256886142274,0.43836213036016
25,1,18,4,9,1.44276,3,23,85,40,1,0,12,259.018597019499,186.410268268824,574.59194651509,12,523.458333333333,633.907379896999,2309.5,5,0,0,7,0,0.96015221506797,4.49648916210013,0.315550937424792,0.360258252992276
25,1,18,4,9,1.86297,1,1,20,80,2,0,18,228.034634631547,227.855151983503,608.53258335113,18,474.416666666667,442.936233958051,1539.5,9,0,0,9,0,0.884158183356214,4.28564261792248,0.28651492424065,0.211983671088875
25,1,18,4,6,1.47099,1,1,25,74,0,0,13,221.957862652882,183.77681917327,560.381124771347,13,418.384615384615,452.662408876921,1742,8,0,0,5,0,0.655332902083278,4.09111437216628,0.181784529640456,0.156682766913877
25,1,18,4,6,0.98916,4,4,99,40,1,1,14,353.942639346065,176.234816637519,617.713778784317,14,384.464285714286,302.091966656979,1316,4,0,0,10,0,1.37460299273697,4.44888056575476,0.333849790857032,0.285867111325638
25,1,18,4,6,1.27742,4,3,84,94,0,0,14,281.675224910356,205.385576866799,619.07500757178,14,324.464285714286,260.757805715875,997.5,7,0,0,7,0,0.810979994661107,4.45888892349832,0.307810555382923,0.540233826554872
25,1,18,4,3,0.88045,2,2,85,37,0,1,7,383.441193740369,196.540046428511,592.97478023943,7,379.285714285714,524.300872364242,1565,3,0,0,4,0,0.820689989160799,4.41594627473172,0.291929017643287,0.326349622603718
25,1,18,4,9,0.7017,2,2,84,49,0,0,21,259.864625176941,248.868966096077,787.089963091895,21,384.52380952381,350.261276627551,1440.5,4,1,0,16,0,1.1434111666837,4.3563003912438,0.311898830470281,0.183153900055536
25,1,18,4,1,1.25865,3,3,89,75,1,0,1,331.515142942219,0,331.515142942219,1,864.5,0,864.5,0,0,0,1,0,0.546681879352945,3.79496845217578,0.227232232144913,0.397147658208184
25,1,18,4,12,1.04624,1,1,9,10,0,0,20,349.243642526479,217.519869400565,684.126678693354,20,558.4,657.524656331769,2831,7,0,1,12,0,0.49576056703768,4.62461216769953,0.169817405196927,0.0558077679646226
25,1,18,4,9,0.70691,3,3,80,34,1,0,24,267.006239403019,245.84320050342,762.729181951235,24,342.854166666667,330.108495971126,1582,5,0,1,17,1,1.01511339382751,4.37093871374058,0.233813594913538,0.436205078914283
25,1,18,4,6,1.32619,1,1,20,54,1,0,21,259.527393867424,205.390279830867,649.915429113665,21,255.285714285714,123.049133624395,610.5,11,0,0,10,0,1.1127509744756,4.40243212287724,0.329163545020474,0.221259897479282
25,1,18,4,1,2.21362,4,23,95,80,1,0,1,70.6177916675394,0,70.6177916675394,1,186.5,0,186.5,0,0,0,1,0,0.494723249496385,3.91800961853834,0.164657136161576,0.454586796007573
25,1,18,4,6,0.78938,3,23,81,20,0,0,13,328.838379505225,212.327552015141,629.116972430406,13,300.423076923077,261.593342658174,884,6,0,0,7,0,0.892026884905532,4.33962154493222,0.220666539319472,0.136989050465124
25,1,18,4,3,1.77146,1,1,10,45,1,0,7,289.625635713428,245.105847190946,576.50070251475,7,358.857142857143,318.823450920949,835.5,2,0,0,5,0,0.407856536683486,4.06186627448261,0.168387169672907,0.332388654313269
25,1,18,4,9,1.51203,1,1,20,45,0,1,23,232.855563521317,207.859957265256,549.018016553191,23,362.869565217391,270.419128281842,1233,8,0,0,15,0,0.763819525873757,4.24422448503676,0.194634412579228,0.460301079907639
25,1,18,4,1,1.5068,4,2,95,84,1,0,2,434.503487544873,34.9323792874805,459.204409822031,2,459,477.29707730092,796.5,0,0,0,2,0,0.429321910792721,3.74765831565177,0.177734799914886,0.544089435695485
