numS,sAmpMean,sAmpStd,sAmpMax,numF,fMean,fStd,fMax,backMirror,leftMirror,rightMirror,road,sky,pupilChange,pupilMean,pupilStd,SA
15,259.8497618,222.378688,664.902162,15,369.4333333,175.1906988,738,0,1,0,13,1,1.01641263,4.491685593,0.260930691,0.512598147
25,202.0857569,291.0306569,1347.794722,25,414.92,201.1950588,1157,1,1,0,23,0,1.319604803,4.60101822,0.29649347,0.605420501
28,362.0623117,354.0812182,1167.655313,28,294.625,194.1281853,969,4,7,0,17,0,1.169217017,4.493826157,0.301460778,0.401684104
10,178.2005615,183.3963048,501.1791421,10,247.45,150.4566106,633.5,2,0,0,8,0,0.977242489,4.187133857,0.33844013,0.33455516
21,353.2064714,268.9306635,1115.306025,21,252.3571429,168.6138445,750.5,6,2,0,13,0,0.67487495,4.479888522,0.28652344,0.534740464
30,280.3413061,271.3735118,767.1869215,30,272.0666667,155.15508,820,3,0,6,21,0,1.295898206,4.607926489,0.367340253,0.451411207
21,304.9637619,271.0589036,840.2557721,21,358.4761905,199.6507874,791.5,1,3,1,16,0,1.142508909,4.458981636,0.274873156,0.324464763
55,286.6721082,297.9432054,1204.17635,55,318.8545455,217.7182105,1065.5,13,8,3,30,1,1.221433636,4.671411724,0.294966082,0.43218459
4,313.3065155,234.3033694,652.1270505,4,224.625,113.3081161,316.5,0,0,0,3,1,0.510691206,3.900298885,0.189095858,0.496587434
10,321.224797,200.1481939,630.0904399,10,252.9,69.23101424,348,1,0,1,8,0,0.484470414,4.227835319,0.131961598,0.489490816
19,264.6300006,291.4457476,884.6355295,19,279.9736842,94.84028587,446.5,8,0,2,9,0,0.660117151,4.149178441,0.200905022,0.288728313
20,331.7208858,332.7055483,1047.755697,20,412.3,264.9963456,1259,7,2,0,10,1,1.096991482,4.296668013,0.271768226,0.224061855
5,139.58472,136.9086732,374.8253219,5,334.3,141.8470127,523,0,0,0,5,0,0.951140386,4.108102912,0.240562965,0.391365206
3,191.9900991,118.8249196,321.4072572,3,216.8333333,104.6545906,293,0,0,0,3,0,0.561504973,3.987129192,0.220951615,0.483378139
26,165.1635079,212.265418,743.7544437,26,427.4423077,217.3104382,876.5,2,1,0,23,0,0.852108846,4.412497142,0.25484386,0.274807514
3,325.7095983,234.531949,480.7899775,3,192.3333333,137.8607389,319,0,0,0,3,0,0.494893858,3.715348587,0.199614853,0.428742882
13,247.4325288,229.3324434,668.5540853,13,389.3846154,356.5458218,1461.5,6,0,0,7,0,0.718795722,4.131886926,0.187078036,0.193764906
4,433.2757195,238.117372,598.7737991,4,211.375,73.66973033,310.5,0,0,0,4,0,0.745391789,3.998193302,0.245834916,0.498956513
19,292.3517268,262.3438701,762.9916448,19,310.1315789,186.5859827,668.5,1,2,1,15,0,1.268759552,4.37486619,0.250121425,0.283467246
50,248.8317272,233.9661461,878.0468794,50,371.39,290.3053159,1576.5,20,0,0,30,0,0.859727108,4.496892017,0.243708256,0.242830081
22,320.6764738,257.3071682,829.0294582,22,349.6818182,239.0438068,1010,6,0,1,15,0,0.941036186,4.269505194,0.247620156,0.427038925
19,190.5501055,158.9451314,508.7561916,19,289.8157895,126.6796277,576,11,0,0,8,0,0.856456534,4.105816847,0.196930869,0.134171238
19,251.4418241,279.6552633,1064.70505,19,289.9473684,158.5089285,794,11,2,0,6,0,0.689169877,4.095198297,0.206178316,0.198011421
16,285.202585,296.3380373,1092.247542,16,326.71875,256.6017647,1166.5,6,1,0,9,0,0.668869239,4.073473982,0.185638352,0.333087438
9,402.6746928,224.0871178,675.4540177,9,280.2222222,110.2715713,519,2,1,0,6,0,0.766000501,4.044953324,0.221669601,0.31261279
4,121.719309,143.9848335,336.4370409,4,173,74.0213933,240.5,0,0,0,4,0,0.41212178,3.569841851,0.186191145,0.311035543
8,223.4093832,283.2274067,685.2370393,8,312.25,286.7370622,1000.5,0,2,0,6,0,0.500959182,3.944208624,0.226160851,0.368114737
9,73.07570384,35.48337387,145.0338323,9,291.4444444,195.7143078,785,0,0,0,9,0,0.580216235,4.028933012,0.246991723,0.25127324
1,274.8746351,235.8434426,646.8999304,1,1038,0,1038,0,0,0,1,0,0.475911368,3.771625847,0.163498514,0.409652628
30,295.3157673,297.7851892,1103.711612,30,269.7833333,196.6885199,1003,6,1,2,20,1,0.876421306,4.191884226,0.250562687,0.228898514
23,205.5440221,239.8719916,778.3743396,23,497.673913,335.2455548,1285,1,0,2,20,0,0.882334063,4.188866336,0.190717499,0.185895776
2,60.23086995,27.70053447,79.81810572,2,485,169.7056275,605,0,0,0,2,0,0.157041553,3.543916788,0.075113968,0.507139015
28,294.6962802,243.003099,786.5490512,28,390.25,350.7482082,1783,8,0,1,19,0,0.804284845,4.272577655,0.265044124,0.392502068
8,112.6070642,93.2600398,332.8253897,8,706.6875,559.2672462,1731.5,2,0,0,5,1,0.633456705,3.918610814,0.194039946,0.430440117
19,316.6074725,248.8193598,1005.759833,19,409.8157895,329.7501247,1301.5,8,1,0,10,0,0.546502701,3.893853675,0.229226496,0.301203309
5,134.5105919,215.0855038,519.1857086,5,420.7,244.8975806,760.5,0,0,0,5,0,0.255684321,3.578575848,0.141846893,0.161836468
31,246.7507113,204.4701662,590.088809,31,578.2580645,555.8130662,2497.5,16,0,0,14,1,0.581374025,4.237529468,0.185323727,0.075252367
6,197.2684146,141.4822891,411.3347937,6,517.75,461.1264198,1353.5,2,0,0,4,0,0.970633449,3.791400475,0.283760066,0.331458945
3,165.795368,190.4661064,385.6405613,3,276.5,63.82201814,342,1,0,0,2,0,0.138825258,3.472248232,0.05062624,0.362126038
17,299.9570114,203.825571,654.9770149,17,470.4411765,414.2911447,1878.5,7,0,1,9,0,0.534617466,3.728493753,0.189840407,0.234903012
2,100.1471068,81.51267689,157.7852734,2,115.25,69.65001795,164.5,0,0,0,2,0,0.27768201,3.474795959,0.086545844,0.370654006
1,73.41472945,0,73.41472945,1,217.5,0,217.5,0,0,0,1,0,0.358782786,3.333366498,0.146648218,0.42409379
7,190.9729875,225.216489,535.3532782,7,401.7142857,335.3905506,1053.5,1,0,0,5,1,0.344504217,3.527971041,0.098960663,0.148616748
19,328.7639102,282.5927019,729.9320259,19,578.5526316,467.3740144,2025,5,1,1,12,0,0.771004233,3.706239353,0.193166935,0.091321802
15,246.0452389,212.6165069,640.6584991,15,554.8666667,541.2583377,1800,4,0,0,11,0,0.935682218,3.724288643,0.26296997,0.316106187
13,213.1321239,243.8142383,742.0647832,13,433.7307692,499.7203224,1737.5,6,0,1,5,1,0.776108137,3.647656643,0.276843402,0.168728932
10,190.5671874,189.6105009,546.6545984,10,421.6,339.9534118,1103.5,3,0,0,7,0,0.843417448,3.484080843,0.213608942,0.209724681
8,134.589844,123.1673723,413.3346253,8,763.75,912.6320257,2632.5,2,0,0,6,0,0.522925826,3.60703835,0.209623449,0.095023725
5,233.8180995,201.4702485,560.7737266,5,552.2,590.1878515,1528,1,0,0,4,0,0.173604449,3.411141918,0.09059591,0.125131268
6,150.9553279,139.1551823,330.6558634,6,294.5833333,122.3231036,449,3,0,0,3,0,0.58751358,3.318353807,0.190518731,0.268948049
15,243.099028,236.2386968,638.9560587,15,517.3,391.3728036,1352.5,6,0,0,9,0,0.346780102,3.993248925,0.118242241,0.075302899
5,227.5009762,195.7901933,516.0684669,5,440.5,296.6426723,789.5,1,0,0,3,1,0.14193061,3.529507695,0.090442856,0.187562899
8,285.0239618,219.5280431,541.5650884,8,649.3125,614.326108,1991.5,4,0,0,4,0,0.613137363,3.704743323,0.218411809,0.140576927
1,273.627715,235.1191707,646.3804795,1,1036,0,1036,0,0,0,1,0,0.348945509,3.244295451,0.140697829,0.370094666
16,264.9359742,229.4720786,772.970795,16,527.59375,508.5714705,2058,3,1,0,11,1,0.305616968,3.690192223,0.179877763,0.265633977
2,60.55784022,1.327959684,61.49684951,2,172.5,65.05382387,218.5,0,0,0,2,0,0.289658614,3.287526598,0.104207372,0.503873785
16,307.0753524,300.6929824,1079.124147,16,290.75,221.9303194,986,6,2,0,7,1,0.458833718,3.534270428,0.168057449,0.245708333
36,238.3897018,188.9538848,587.3665997,36,516.7222222,602.281833,3228.5,19,0,0,17,0,0.505697066,3.736326761,0.177858128,0.128849541
8,258.5229508,207.8972613,516.1517461,8,1279.625,1610.71625,5080.5,2,0,0,6,0,0.496869871,3.6326841,0.184873107,0.167740617
6,158.0227547,149.3741821,365.0790394,6,321,287.4898259,759.5,1,0,0,4,1,0.61392299,3.362645657,0.18191085,0.147650774
9,128.5945022,113.8584791,409.1017141,9,306.3888889,171.2198473,585,5,0,0,4,0,0.219817562,3.287927767,0.083164215,0.263269648
11,230.9974748,215.4392601,575.3052798,11,662.5909091,488.9591403,1604.5,6,0,0,4,1,0.777887505,3.416986188,0.177299364,0.195245518
2,44.39806096,18.6281203,57.57013114,2,92.75,45.60838739,125,0,0,0,2,0,0.083377347,3.276411439,0.038754763,0.1671867
10,258.9066299,224.4712707,554.7941623,10,567.5,868.2484603,3005,4,0,0,6,0,0.806260663,3.536701471,0.245264931,0.221400987
8,241.6275345,204.8569088,577.0340415,8,347.5625,214.8729587,799.5,1,1,1,5,0,0.493067478,4.680874674,0.187762875,0.140352921
4,98.7139972,26.42974668,127.6479925,4,205.25,81.52964696,325.5,0,0,0,4,0,0.305942003,4.715492156,0.095182626,0.466838304
17,364.7556614,336.6868117,1210.768586,17,323,240.5085757,985,3,1,0,11,2,1.104090282,4.94161312,0.358315129,0.337782754
26,255.4997808,275.8796759,822.0526565,26,406.2115385,278.9499659,1230,6,0,5,15,0,0.823476639,4.80333476,0.225112645,0.274763404
16,389.4828723,342.8793882,1044.652136,16,516.3125,506.0969892,2109.5,4,4,0,7,1,0.491140631,4.442780075,0.191530599,0.287608589
6,435.4145881,374.5911241,1029.4062,6,385.1666667,221.7511368,771.5,2,1,0,3,0,0.46730578,4.618038921,0.139574414,0.261864451
1,272.7455491,235.209376,646.763529,1,1029,0,1029,0,0,0,1,0,0.431728315,4.366184288,0.123357052,0.372530222
20,377.2146419,372.189891,1290.31904,20,408.975,318.9042702,1192.5,11,3,1,5,0,0.69882672,4.555768475,0.215863765,0.228827203
7,378.813603,400.1119128,1070.128929,7,316.7142857,198.5627225,671,3,1,1,2,0,0.101833409,4.219773759,0.117320287,0.194974694
9,392.4641931,171.7614012,602.4215322,9,311.8333333,103.2832876,514,3,1,1,4,0,0.667439551,4.295821447,0.202373384,0.189617445
8,228.140434,224.621944,675.1588054,8,343.875,241.6317668,786,2,0,0,6,0,0.369905934,4.23720106,0.108559137,0.325115077
2,38.46192122,12.52542345,47.31873308,2,492.75,177.1302487,618,0,0,0,2,0,0.207883593,4.064836495,0.085771415,0.414344921
14,203.7643429,177.1477992,595.8309261,14,320.8928571,333.6160379,1427,6,0,0,8,0,0.390429736,4.211895303,0.089415102,0.182164248
16,436.5544371,439.0190548,1244.500443,16,684.03125,911.2992459,3488,2,5,1,8,0,0.249649137,4.34551502,0.17841064,0.118503921
8,256.0606371,165.2222015,495.6127571,8,410.75,216.6292092,774.5,3,0,0,5,0,0.379662891,4.281804941,0.105596966,0.392231369
23,310.341562,371.2752327,1260.601548,23,356.6956522,438.900479,2025,4,5,1,13,0,0.491883358,4.252637038,0.218153667,0.095338435
37,371.7737907,315.3175383,1149.953471,37,506.4864865,537.9965728,2734.5,13,4,5,15,0,0.130040059,4.451929564,0.280800416,0.376151188
16,373.6144798,397.948594,1080.409793,16,503.53125,374.375946,1577.5,0,6,3,7,0,-0.013871762,4.248479823,0.078065023,0.192255215
3,139.8746105,133.1919855,291.8783993,3,259.1666667,150.1435424,366,0,0,0,2,1,0.087085383,4.375556981,0.078821141,0.268911102
9,220.3836579,163.671083,537.4516025,9,224.1666667,106.3096891,493.5,4,0,0,5,0,0.619107789,4.447620589,0.198425803,0.252971896
22,378.725386,295.1122296,833.0641182,22,312.1136364,269.9293969,1288,4,1,2,15,0,0.648179607,4.54451007,0.267032511,0.177142925
22,309.6246058,272.8353085,829.576309,22,378.25,177.6024017,706,7,0,4,11,0,0.178119305,4.225007109,0.133827915,0.238658606
14,261.0324308,177.0691474,549.8731672,14,378.7142857,430.1410196,1727.5,5,0,0,9,0,0.713404534,4.325076922,0.195168645,0.260015794
9,242.8078939,264.2171414,668.8354095,9,266.8888889,105.8952247,448.5,2,0,1,6,0,0.269328497,4.142772254,0.081152984,0.248024403
4,76.51046445,47.46810445,123.4311549,4,195.25,101.858153,343.5,0,0,0,4,0,0.300533762,4.064567668,0.121396367,0.4695093
2,110.377116,0.386699115,110.6505535,2,162.25,7.424621202,167.5,0,0,0,2,0,0.438291792,4.067397645,0.178512698,0.423154779
23,395.8085147,313.178741,1212.292096,23,449.5217391,504.7730696,2544.5,9,1,2,11,0,0.538396548,4.302897277,0.177825285,0.208480617
14,423.6866925,442.2077964,1286.300752,14,601.8571429,927.4162917,3641,4,3,1,6,0,0.823211771,4.30745342,0.202103802,0.221947245
4,399.5256677,553.1808892,1221.069757,4,195.125,95.34706341,337,2,0,0,2,0,0.255880161,4.182221446,0.074343174,0.273790897
9,392.761271,235.9683582,662.3458689,9,282.3333333,174.158692,632.5,1,1,1,6,0,0.020171387,4.181901126,0.107237017,0.097295532
35,374.645727,343.5838453,1189.551478,35,526.2142857,673.2631498,3190,11,4,3,17,0,0.2380289,4.178725629,0.136079258,0.198339073
19,336.8851492,332.4017857,1163.597014,19,263.6578947,177.6673743,801.5,3,2,2,11,1,0.630578836,4.112156773,0.15926279,0.180086953
16,304.3363579,274.2230865,709.1090184,16,265.1875,250.7476736,1089,3,3,2,8,0,0.767344393,4.255364564,0.183642155,0.309737946
1,75.6359207,0,75.6359207,1,755.5,0,755.5,0,0,0,1,0,0.25200971,2.939300877,0.104731531,0.534271658
16,466.8131194,293.17221,1061.21556,16,494.40625,374.2881341,1570.5,6,2,1,7,0,0.703421088,3.659663808,0.196700292,0.201274966
22,332.0261165,307.9412751,763.0915754,22,408.7727273,244.8984108,1042.5,2,1,4,15,0,1.234033799,3.710183798,0.295160912,0.354744211
8,295.5728907,260.5041884,558.7967721,8,506.75,266.3843893,932,2,0,0,6,0,0.654607546,3.529012141,0.20512912,0.409437025
3,371.3443645,241.1084936,565.1184876,3,786,558.9192697,1137.5,1,0,0,2,0,0.649403535,3.192132155,0.202177672,0.219651884
13,348.8623122,288.2275681,706.8118933,13,387.3076923,375.151888,1499.5,7,0,1,5,0,0.564776023,3.613270948,0.203276832,0.372572194
11,272.0876615,237.2182453,627.590603,11,362.8181818,275.3765851,1038.5,5,0,0,6,0,1.024782521,3.315784657,0.240739189,0.5469215
4,324.0118574,330.5187387,640.4605394,4,480.625,337.1541129,965,2,0,0,2,0,0.68552724,3.198394895,0.23813103,0.452180258
10,200.4953454,198.5026322,539.3277598,10,548.4,438.9950519,1326.5,6,0,0,4,0,0.451753574,3.288432777,0.190242568,0.269722565
2,357.4434225,2.27472198,359.0518939,2,362,203.646753,506,1,0,0,1,0,0.312861222,2.811868774,0.111211846,0.514959403
6,304.5718106,215.0505839,542.3404696,6,415,296.5051433,956,2,0,0,4,0,0.494367177,3.073365744,0.198786459,0.35096639
17,218.2290514,208.672159,547.3863215,17,410.0588235,469.490378,2144.5,6,0,0,11,0,0.813849972,3.328490193,0.18635535,0.462723197
19,326.4976939,305.9881692,780.7721066,19,589.4473684,473.0156767,2073,3,1,0,14,1,0.513858873,3.287381844,0.183207686,0.247115986
17,351.1203964,319.7623813,1034.979287,17,357.0588235,217.8769637,771.5,4,2,1,8,2,0.638479827,3.350451355,0.231613494,0.266873269
15,215.5929083,205.2328813,585.8084691,15,363.0666667,254.7103303,1046,6,0,0,9,0,0.716570117,3.1566287,0.175157936,0.419394531
6,214.0845234,166.0862086,420.0254189,6,348.25,108.8405944,541.5,4,0,0,2,0,0.619109343,3.008648337,0.208809425,0.299429076
2,192.077779,220.0761258,347.6950999,2,427,366.2813127,686,0,0,0,2,0,0.282639828,2.996888038,0.111175754,0.445551533
2,145.829847,38.57951468,173.1096834,2,155.5,14.8492424,166,0,0,0,2,0,0.290011658,2.930077286,0.113074234,0.453689538
26,341.7292392,259.0914511,685.6479308,26,735.3461538,941.96729,4333.5,5,2,2,17,0,0.781331919,3.378329387,0.189979617,0.450999487
7,204.9049713,193.8887844,528.6979951,7,385.7857143,359.3099703,1133,2,0,0,5,0,0.619058064,3.319446479,0.210344286,0.322243043
3,39.99991284,8.58045508,45.8527262,3,281.6666667,182.6364786,492.5,0,0,0,3,0,0.18988151,3.100946265,0.087111573,0.416688527
17,313.2875534,261.9740005,729.0978329,17,389.4411765,248.4383652,1030,6,0,1,10,0,1.035900828,3.390479554,0.302246355,0.336655161
17,217.9473941,204.5993654,591.853827,17,417.6470588,179.7599758,731,9,0,0,8,0,0.317252437,3.447586504,0.174985574,0.203017973
9,314.4299125,248.9109263,604.907836,9,985.6111111,981.9411826,2513,3,1,0,5,0,0.7453299,3.357875706,0.181910118,0.189537438
3,350.5783859,241.0489354,542.5486614,3,307.6666667,91.24326459,413,0,0,0,3,0,0.351296609,2.964292509,0.120663971,0.380450908
7,289.1209098,248.24423,660.3616774,7,330.4285714,303.9374152,922,2,0,0,5,0,0.348427691,3.118464799,0.125887479,0.113014735
17,200.4980664,201.1438786,682.7454742,17,322,277.0483374,1279,4,0,0,12,1,0.575196497,3.252489773,0.218102875,0.277243575
10,206.1230045,215.6189418,610.4719179,10,524.25,778.7442259,2707,4,0,0,6,0,0.755574295,3.236154322,0.211304994,0.211412
8,280.6897816,259.6950882,542.8772605,8,803.5625,387.0004095,1403.5,3,0,0,5,0,0.849893392,3.129033213,0.214119767,0.077862109
1,273.627715,235.3019278,648.4726163,1,1025,0,1025,0,0,0,1,0,0.404831705,2.838822155,0.120605107,0.421307801
31,216.4859519,230.2419247,670.3838919,31,583.2741935,898.7610253,4326.5,14,0,1,15,1,0.629218148,3.201279127,0.164752472,0.153302959
5,213.1035148,149.0420032,444.4784725,5,387.9,407.7257657,1088.5,2,0,0,2,1,0.848867486,3.141052069,0.239629847,0.361229799
13,233.459939,123.0642589,471.892448,13,416.3076923,397.6488473,1566.5,4,0,0,8,1,0.670441374,3.130649147,0.174085213,0.162130368
3,308.9222287,57.19806499,374.8854658,3,201.1666667,72.28819636,278,0,0,0,3,0,0.064863985,3.267908674,0.048823166,0.669758751
15,274.6595002,253.2040837,675.1460379,15,362.4,152.4226033,569.5,4,1,0,10,0,0.647248459,3.565677409,0.195148884,0.348415896
6,272.956863,228.9189161,657.9398149,6,389.4166667,184.1481514,637.5,2,0,0,4,0,0.620696978,3.341217306,0.192072391,0.181305862
16,321.8668603,286.8093543,1020.527589,16,515.40625,399.203466,1663,4,2,0,10,0,0.969198698,3.576545107,0.292662501,0.270457514
17,265.8126892,252.6910493,652.6313508,17,665.9117647,627.9046314,2845,2,1,3,11,0,0.96216595,3.628711283,0.301810222,0.360050652
5,161.4714934,243.7017217,596.9640044,5,558.8,477.6942798,1201.5,0,1,0,4,0,0.700468542,3.520900662,0.240303301,0.339271129
2,61.20661201,30.9116692,83.06446292,2,314.75,38.53731957,342,0,0,0,2,0,0.285819567,3.093275451,0.093900565,0.516227942
18,379.4336238,413.4008577,1263.266386,18,385.4722222,292.615863,1270.5,2,1,1,13,1,1.039704943,3.614138279,0.267635114,0.143408198
2,304.176663,61.75336305,347.8428848,2,179.75,45.60838739,212,0,0,0,2,0,0.167207792,3.002888865,0.060486513,0.470247923
42,319.9041433,271.3998244,1140.532597,42,437.4642857,281.262515,1399,7,2,4,27,2,0.753662943,3.580576307,0.188889251,0.184555432
10,372.2624238,284.0528816,701.9635639,10,246.65,66.23613062,381,1,1,2,6,0,0.723372756,3.363783587,0.249672532,0.477762367
17,321.9763864,297.6766733,942.7375032,17,319.4117647,197.6465623,861,4,1,1,11,0,0.596494189,3.305789219,0.184570451,0.17954599
16,352.7580727,354.018533,1148.874359,16,338,142.03286,657,3,3,1,8,1,0.857841971,3.351101441,0.263925745,0.281315886
15,411.0490681,283.4261745,983.2017926,15,361.0666667,325.1413905,1184,2,3,0,10,0,1.070760826,3.38741529,0.328032221,0.275743636
1,272.7455491,234.943295,646.8999304,1,1035,0,1035,0,0,0,1,0,0.303835228,3.042743548,0.122025011,0.423436321
20,372.7384151,311.2998149,1164.728494,20,406.4,339.6906332,1489.5,3,3,2,12,0,0.77616427,3.507700288,0.195222678,0.29086918
21,380.2539333,240.3036811,696.2051296,21,386.9047619,350.2781973,1549.5,6,2,2,11,0,0.931332903,3.583479705,0.3140489,0.185020333
16,264.3134996,302.8462,1117.465841,16,691.90625,882.0747553,2898.5,1,1,1,13,0,0.855653792,3.569895868,0.253839177,0.261025391
7,207.2571279,173.124629,501.5758417,7,316.4285714,227.8009783,822.5,3,0,0,4,0,0.75790128,3.274219337,0.271969013,0.442728013
21,371.380039,293.4192262,1152.598691,21,384.547619,391.5617737,1991,5,1,2,13,0,0.847871831,3.629493849,0.265717612,0.161941739
16,429.4456225,406.7215411,1148.840125,16,330.21875,320.9741406,1366.5,2,4,3,5,2,0.395164412,3.366276255,0.195489152,0.132910444
4,211.157681,130.9321104,323.2013962,4,231.75,61.51219391,316,0,0,0,4,0,0.385145373,3.055487304,0.138965458,0.445490769
8,198.2477867,172.8956035,465.8806848,8,319.5625,194.4858492,676,2,0,0,6,0,0.639240283,3.297584954,0.19591131,0.170816856
8,390.8224845,418.4774328,1092.469529,8,327.5625,162.7582426,668.5,0,0,1,6,1,0.854735598,3.197008067,0.315280669,0.322819005
1,271.9091373,234.3033694,645.8896106,1,1027,0,1027,0,0,0,1,0,0.335614381,3.063549781,0.140540178,0.426718212
9,300.1412209,195.3909271,625.1977647,9,590.3333333,952.9009655,3123.5,4,0,0,5,0,0.678217359,3.387472714,0.262888592,0.274408671
17,352.5536566,261.5379444,656.6654894,17,473.7647059,501.342545,2068.5,1,2,2,12,0,0.963059623,3.478156843,0.354268614,0.099319884
39,300.3860677,252.1287014,999.8632519,39,462.025641,583.0642845,3479,9,4,1,24,1,0.930912891,3.544498343,0.222703849,0.543750637
11,285.8805437,184.9898698,587.0470871,11,239.5909091,139.8729456,549,2,0,1,7,1,0.620603448,3.364651078,0.228806327,0.235071806
1,271.8980518,234.0910203,645.3369045,1,1035,0,1035,0,0,0,1,0,0.178247252,2.866354136,0.104451731,0.470771734
20,312.7277575,264.7847337,722.5170673,20,416.025,287.4152724,1187,4,3,1,12,0,0.723928801,3.337878777,0.239811657,0.157934884
16,270.7654389,218.2888126,571.3624988,16,342.875,215.0129066,836.5,4,0,1,9,2,1.153554514,3.314357227,0.314646954,0.314839256
26,338.0425558,263.7154406,704.8559605,26,418,256.9874316,1141,3,2,3,17,1,0.714834314,3.452113807,0.240676844,0.134776863
8,109.0615331,92.98391403,303.0695578,8,691.4375,319.7588866,1245,0,0,0,8,0,1.218423117,3.465085369,0.293999831,0.714925789
3,104.3833439,15.27477582,120.89421,3,2711.166667,1394.02442,3680,0,0,0,3,0,0.98700449,3.72887642,0.369217809,0.129300318
11,110.4017397,49.81232234,180.2754698,11,1042.454545,753.72125,2879,0,0,0,11,0,1.141628798,3.844185178,0.341582478,0.137860226
1,36.93253985,0,36.93253985,1,204,0,204,0,0,0,1,0,0.390888899,2.963087806,0.139157395,0.483833872
3,87.57679957,41.08503397,119.0751128,3,618.6666667,49.21720566,672,0,0,0,3,0,0.798962695,3.335093616,0.285516501,0.153303099
2,175.6996614,22.07471292,191.3088406,2,275.25,116.3190655,357.5,0,0,0,2,0,0.374627276,3.100685904,0.133065891,0.334917997
2,37.88479705,0.605644822,38.31305261,2,421.75,336.2292745,659.5,0,0,0,2,0,0.761807727,3.387228653,0.276746071,0.280398078
6,241.5019417,258.4593568,596.6475614,6,434.0833333,386.139666,1194.5,1,0,0,5,0,0.725647568,3.301507963,0.263555897,0.232459961
9,330.3268287,179.150736,553.971247,9,452.8333333,246.030994,953,4,0,0,5,0,1.291646239,3.621973561,0.383043962,0.359021418
7,200.3678306,202.3150338,536.8558559,7,1244.571429,2057.267979,5875,1,0,0,5,1,0.952430491,3.64240065,0.246531828,0.143797184
15,291.0286547,225.2783587,628.4070735,15,575.4,444.5574927,1524.5,6,0,0,9,0,1.576632499,3.684193109,0.355899843,0.32487765
2,250.8211014,264.5484789,437.8851248,2,458.75,177.8373555,584.5,0,0,0,2,0,0.350053475,3.030350968,0.148827607,0.274127005
10,284.6709799,225.7809188,638.3686278,10,263.8,125.8849122,513.5,4,0,0,6,0,0.770396281,3.568703504,0.267223792,0.412825611
19,304.2839509,266.0822448,726.8953226,19,599.4210526,658.0023485,2190.5,6,1,0,11,1,1.034359298,3.607793089,0.237222811,0.271722207
3,258.7334682,175.6992776,424.4329776,3,303,179.5459551,508.5,2,0,0,1,0,0.335352063,3.102016592,0.127406066,0.337878014
15,256.2607997,216.7088786,652.4893198,15,263.7,137.3749821,568,8,0,0,7,0,1.070954554,3.554782864,0.352861736,0.200748468
15,272.0521322,239.6358227,640.8118054,15,368.8333333,223.8536405,907.5,4,0,0,10,1,0.953655768,3.650489332,0.281569802,0.277832551
13,273.7057955,207.8005113,527.3587228,13,603.1923077,717.7147048,2782.5,7,0,0,5,1,0.94491326,3.567911031,0.29981484,0.240012167
31,240.3876063,238.3803591,701.0602328,31,583.1129032,479.8069179,2361.5,11,0,0,17,3,0.835725097,3.657626556,0.26007758,0.342977169
19,307.2936094,248.5991684,688.7572885,19,425.3947368,406.5884685,1790.5,7,0,0,12,0,0.983921691,3.484126531,0.259815006,0.323170113
14,206.5677702,169.8938539,468.1078535,14,825.1428571,1119.003307,4365,5,0,0,9,0,0.599968702,3.387575892,0.166429608,0.238296971
17,179.6941961,202.3883971,599.9331296,17,492.7352941,316.3436184,1251,6,0,0,9,2,0.549896825,3.302526444,0.171475298,0.262070554
10,311.6768347,196.4644368,558.8295827,10,437.35,243.7179666,1005,6,0,0,3,1,0.833826026,3.304627516,0.23586415,0.157772818
14,261.8356564,219.3264175,528.4107541,14,406.9642857,385.2739018,1453.5,5,0,0,9,0,1.268101338,3.402149404,0.309559252,0.329191271
6,355.9022541,221.5507675,558.3925949,6,356.4166667,168.9566266,586,3,0,0,3,0,0.622152169,3.122930343,0.198391357,0.081254855
28,207.8033614,195.5473073,582.0967102,28,680.6071429,1063.516367,5218,15,0,0,12,1,0.877120476,3.522201368,0.23953993,0.195628115
1,271.8980518,233.5702719,642.2103267,1,1029,0,1029,0,0,0,1,0,0.48609269,3.089748386,0.171886864,0.246316149
16,264.7379642,230.2885682,658.0799211,16,332.71875,248.5554243,993,6,0,0,10,0,1.119152247,3.50479066,0.319486705,0.293821384
3,181.865944,212.9379784,426.1583978,3,289.6666667,202.2821874,485.5,0,0,0,3,0,0.381486538,3.171696127,0.143885371,0.402163249
13,163.160738,181.1907757,488.3145528,13,627.2307692,512.2755856,1640.5,1,0,0,12,0,1.608534932,3.562231942,0.376424785,0.404513463
3,204.8765484,274.2766257,521.3972214,3,223.5,79.50471684,314.5,0,0,0,3,0,0.413666762,3.00714158,0.146574916,0.443120583
7,347.3523866,263.8228032,600.9492699,7,317.8571429,261.9977281,736.5,4,0,0,3,0,1.07134276,3.398967168,0.303154309,0.198347081
9,255.1122342,183.8325254,507.0604624,9,296.6111111,287.933562,1027.5,2,0,0,5,2,1.148257946,3.433211231,0.347771459,0.336697198
3,249.2895447,221.8305616,505.4371796,3,166.1666667,7.285830998,172,0,0,0,3,0,0.345470475,4.379617752,0.134882237,0.67585287
13,254.4173408,265.3597989,690.3679037,13,799.7692308,1170.42529,4429,0,1,0,11,1,1.356265689,5.203657241,0.329825726,0.47128295
17,331.2644147,322.4267306,1144.674113,17,493.5882353,388.8868825,1595.5,3,2,0,12,0,1.107104272,5.027336107,0.315209983,0.1421319
